state,window_date,size,purchase_count,population_variance
PUNJAB,2022-05-25,3XL,31,66551.931322
PUNJAB,2022-05-26,XL,35,68336.228571
PUNJAB,2022-05-27,XL,36,64877.006173
PUNJAB,2022-05-28,XL,33,64952.905418
PUNJAB,2022-05-29,XXL,31,60312.603538
PUNJAB,2022-05-30,XXL,32,52243.389648
PUNJAB,2022-05-31,XXL,38,50639.834488
PUNJAB,2022-06-01,XXL,41,46725.608566
PUNJAB,2022-06-02,XXL,42,46696.501701
PUNJAB,2022-06-03,XXL,41,46756.710291
PUNJAB,2022-06-04,XXL,41,39169.102915
PUNJAB,2022-06-05,XXL,39,50932.510191
PUNJAB,2022-06-06,XXL,40,54333.034375
PUNJAB,2022-06-07,XXL,37,59895.107378
PUNJAB,2022-06-08,XXL,36,77750.749228
PUNJAB,2022-06-09,XXL,35,79107.787755
PUNJAB,2022-06-10,L,32,92429.897461
PUNJAB,2022-06-11,M,33,108366.905418
PUNJAB,2022-06-12,L,35,84741.817143
PUNJAB,2022-06-13,M,39,79156.899408
PUNJAB,2022-06-14,M,37,58981.376187
PUNJAB,2022-06-15,M,37,65298.458729
PUNJAB,2022-06-16,M,38,57221.249307
PUNJAB,2022-06-17,M,38,58133.847645
PUNJAB,2022-06-18,M,37,60265.186267
PUNJAB,2022-06-19,M,36,72478.286265
PUNJAB,2022-06-20,M,37,69004.451424
PUNJAB,2022-06-21,M,29,78661.897741
PUNJAB,2022-06-22,M,29,71055.315101
PUNJAB,2022-06-23,3XL,26,38253.136095
PUNJAB,2022-06-24,M,28,97381.575255
PUNJAB,2022-06-25,L,27,98524.348422
PUNJAB,2022-06-26,L,30,98128.632222
PUNJAB,2022-06-27,L,30,101370.756667
PUNJAB,2022-06-28,M,28,81425.602041
PUNJAB,2022-06-29,XXL,28,79328.882653
PUNJAB,2022-06-30,XXL,24,76451.414931
PUNJAB,2022-07-01,M,22,76741.338843
PUNJAB,2022-07-02,L,20,72112.610000
PUNJAB,2022-07-03,L,17,71397.854671
PUNJAB,2022-07-04,L,13,31981.159763
PUNJAB,2022-07-05,XXL,10,88481.040000
PUNJAB,2022-07-06,XXL,7,58903.714286
PUNJAB,2022-07-07,XL,5,154836.960000
PUNJAB,2022-07-08,S,4,15854.750000
PUNJAB,2022-07-09,S,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-04-26,L,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-04-27,L,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-04-28,L,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-04-29,L,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-04-30,L,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-05-01,L,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-05-02,L,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-05-03,L,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-05-04,L,1,0.000000
PUNJAB/MOHALI/ZIRAKPUR,2022-05-05,L,1,0.000000
RAJASTHAN,2022-04-01,L,2,6889.000000
RAJASTHAN,2022-04-02,L,11,142808.148760
RAJASTHAN,2022-04-03,L,16,144599.933594
RAJASTHAN,2022-04-04,L,20,123173.827500
RAJASTHAN,2022-04-05,L,24,118611.789931
RAJASTHAN,2022-04-06,L,28,105192.943878
RAJASTHAN,2022-04-07,L,32,106471.936523
RAJASTHAN,2022-04-08,L,37,96670.261505
RAJASTHAN,2022-04-09,L,39,94201.934254
RAJASTHAN,2022-04-10,L,47,91271.460389
RAJASTHAN,2022-04-11,L,51,100466.403691
RAJASTHAN,2022-04-12,L,49,91766.999584
RAJASTHAN,2022-04-13,L,47,92091.906745
RAJASTHAN,2022-04-14,L,51,103382.990388
RAJASTHAN,2022-04-15,L,54,99164.543210
RAJASTHAN,2022-04-16,M,63,74268.904510
RAJASTHAN,2022-04-17,M,66,77173.850321
RAJASTHAN,2022-04-18,M,69,78104.229364
RAJASTHAN,2022-04-19,M,68,75072.455666
RAJASTHAN,2022-04-20,M,74,70466.235939
RAJASTHAN,2022-04-21,L,74,112444.078890
RAJASTHAN,2022-04-22,L,69,108911.726948
RAJASTHAN,2022-04-23,L,71,99470.054751
RAJASTHAN,2022-04-24,L,66,90452.552801
RAJASTHAN,2022-04-25,M,71,85420.851815
RAJASTHAN,2022-04-26,L,67,104220.603252
RAJASTHAN,2022-04-27,M,63,75408.532628
RAJASTHAN,2022-04-28,M,68,75836.384083
RAJASTHAN,2022-04-29,M,65,78473.648284
RAJASTHAN,2022-04-30,M,60,74303.855556
RAJASTHAN,2022-05-01,M,56,74501.813457
RAJASTHAN,2022-05-02,M,55,94341.507438
RAJASTHAN,2022-05-03,M,55,86956.134215
RAJASTHAN,2022-05-04,M,60,113826.903056
RAJASTHAN,2022-05-05,M,56,122726.571429
RAJASTHAN,2022-05-06,M,57,120802.384734
RAJASTHAN,2022-05-07,M,56,129509.627232
RAJASTHAN,2022-05-08,M,52,135233.207101
RAJASTHAN,2022-05-09,M,53,143677.532218
RAJASTHAN,2022-05-10,S,53,125610.730509
RAJASTHAN,2022-05-11,M,54,139621.195130
RAJASTHAN,2022-05-12,M,54,120044.756173
RAJASTHAN,2022-05-13,M,56,124198.479273
RAJASTHAN,2022-05-14,M,49,102139.636818
RAJASTHAN,2022-05-15,M,43,90061.076257
RAJASTHAN,2022-05-16,M,43,103561.280692
RAJASTHAN,2022-05-17,M,42,102870.138889
RAJASTHAN,2022-05-18,M,45,92234.809877
RAJASTHAN,2022-05-19,M,47,78871.257583
RAJASTHAN,2022-05-20,M,49,78330.179925
RAJASTHAN,2022-05-21,M,48,78601.780816
RAJASTHAN,2022-05-22,M,52,84782.012944
RAJASTHAN,2022-05-23,M,49,80593.594336
RAJASTHAN,2022-05-24,M,49,82057.445231
RAJASTHAN,2022-05-25,M,50,75065.352400
RAJASTHAN,2022-05-26,M,54,81949.529492
RAJASTHAN,2022-05-27,M,53,74061.975080
RAJASTHAN,2022-05-28,M,49,75598.617243
RAJASTHAN,2022-05-29,M,46,80089.018904
RAJASTHAN,2022-05-30,XL,47,77824.829335
RAJASTHAN,2022-05-31,XL,52,73098.527737
RAJASTHAN,2022-06-01,XL,54,69842.961591
RAJASTHAN,2022-06-02,XL,46,78673.888469
RAJASTHAN,2022-06-03,XL,44,72491.522211
RAJASTHAN,2022-06-04,M,42,90187.013605
RAJASTHAN,2022-06-05,XL,42,69968.213719
RAJASTHAN,2022-06-06,XL,45,70137.111111
RAJASTHAN,2022-06-07,L,43,82955.335857
RAJASTHAN,2022-06-08,M,46,70621.554348
RAJASTHAN,2022-06-09,L,51,99068.097655
RAJASTHAN,2022-06-10,L,52,99563.059172
RAJASTHAN,2022-06-11,M,55,102991.267438
RAJASTHAN,2022-06-12,M,58,111537.556480
RAJASTHAN,2022-06-13,M,57,105144.376731
RAJASTHAN,2022-06-14,M,58,121230.668549
RAJASTHAN,2022-06-15,M,60,117457.076389
RAJASTHAN,2022-06-16,M,62,124695.054110
RAJASTHAN,2022-06-17,M,59,135015.123815
RAJASTHAN,2022-06-18,M,56,140624.744898
RAJASTHAN,2022-06-19,M,54,146154.772291
RAJASTHAN,2022-06-20,M,55,150172.897851
RAJASTHAN,2022-06-21,M,47,131982.777727
RAJASTHAN,2022-06-22,L,46,109016.548677
RAJASTHAN,2022-06-23,L,51,104915.998462
RAJASTHAN,2022-06-24,L,52,110432.163831
RAJASTHAN,2022-06-25,L,51,106831.857747
RAJASTHAN,2022-06-26,L,49,102228.278217
RAJASTHAN,2022-06-27,L,46,86542.293006
RAJASTHAN,2022-06-28,L,46,86327.041588
RAJASTHAN,2022-06-29,L,38,91823.786704
RAJASTHAN,2022-06-30,XL,33,64928.712580
RAJASTHAN,2022-07-01,L,29,73043.286564
RAJASTHAN,2022-07-02,L,24,66109.270833
RAJASTHAN,2022-07-03,S,20,198325.040000
RAJASTHAN,2022-07-04,S,19,202260.443213
RAJASTHAN,2022-07-05,S,16,233239.359375
RAJASTHAN,2022-07-06,S,12,286778.354167
RAJASTHAN,2022-07-07,S,6,79943.583333
RAJASTHAN,2022-07-08,M,3,7112.000000
RAJSHTHAN,2022-04-30,S,1,0.000000
RAJSHTHAN,2022-05-01,S,1,0.000000
RAJSHTHAN,2022-05-02,S,1,0.000000
RAJSHTHAN,2022-05-03,S,1,0.000000
RAJSHTHAN,2022-05-04,S,1,0.000000
RAJSHTHAN,2022-05-05,S,1,0.000000
RAJSHTHAN,2022-05-06,S,1,0.000000
RAJSHTHAN,2022-05-07,S,1,0.000000
RAJSHTHAN,2022-05-08,S,1,0.000000
RAJSHTHAN,2022-05-09,S,1,0.000000
RAJSTHAN,2022-06-06,XL,1,0.000000
RAJSTHAN,2022-06-07,XL,1,0.000000
RAJSTHAN,2022-06-08,XL,1,0.000000
RAJSTHAN,2022-06-09,XL,1,0.000000
RAJSTHAN,2022-06-10,XL,1,0.000000
RAJSTHAN,2022-06-11,XL,1,0.000000
RAJSTHAN,2022-06-12,XL,1,0.000000
RAJSTHAN,2022-06-13,XL,1,0.000000
RAJSTHAN,2022-06-14,XL,1,0.000000
RAJSTHAN,2022-06-15,XL,1,0.000000
RAJSTHAN,2022-06-23,XL,1,0.000000
RAJSTHAN,2022-06-24,XL,1,0.000000
RAJSTHAN,2022-06-25,XL,1,0.000000
RAJSTHAN,2022-06-26,XL,1,0.000000
RAJSTHAN,2022-06-27,XL,1,0.000000
RAJSTHAN,2022-06-28,XL,1,0.000000
RAJSTHAN,2022-06-29,XL,1,0.000000
RAJSTHAN,2022-06-30,XL,1,0.000000
RAJSTHAN,2022-07-01,XL,1,0.000000
RAJSTHAN,2022-07-02,XL,1,0.000000
RJ,2022-04-16,XL,1,0.000000
RJ,2022-04-17,XL,1,0.000000
RJ,2022-04-18,XL,1,0.000000
RJ,2022-04-19,XL,1,0.000000
RJ,2022-04-20,XL,1,0.000000
RJ,2022-04-21,XL,1,0.000000
RJ,2022-04-22,XL,1,0.000000
RJ,2022-04-23,XL,1,0.000000
RJ,2022-04-24,XL,1,0.000000
RJ,2022-04-25,XL,1,0.000000
RJ,2022-06-01,XL,1,0.000000
RJ,2022-06-02,XL,1,0.000000
RJ,2022-06-03,XL,1,0.000000
RJ,2022-06-04,XL,1,0.000000
RJ,2022-06-05,XL,1,0.000000
RJ,2022-06-06,XL,1,0.000000
RJ,2022-06-07,XL,1,0.000000
RJ,2022-06-08,XL,1,0.000000
RJ,2022-06-09,XL,1,0.000000
RJ,2022-06-10,XL,1,0.000000
SIKKIM,2022-04-02,S,2,18496.000000
SIKKIM,2022-04-03,L,2,240.250000
SIKKIM,2022-04-04,S,4,15868.187500
SIKKIM,2022-04-05,S,5,13969.040000
SIKKIM,2022-04-06,S,5,13969.040000
SIKKIM,2022-04-07,S,6,24679.888889
SIKKIM,2022-04-08,S,6,24679.888889
SIKKIM,2022-04-09,S,6,24679.888889
SIKKIM,2022-04-10,S,6,24679.888889
SIKKIM,2022-04-11,M,6,6269.583333
SIKKIM,2022-04-12,M,6,6269.583333
SIKKIM,2022-04-13,M,6,6269.583333
SIKKIM,2022-04-14,M,6,6269.583333
SIKKIM,2022-04-15,M,6,6269.583333
SIKKIM,2022-04-16,L,3,24800.000000
SIKKIM,2022-04-17,M,3,138.888889
SIKKIM,2022-04-18,M,4,117.187500
SIKKIM,2022-04-19,M,5,103.360000
SIKKIM,2022-04-20,M,4,110.187500
SIKKIM,2022-04-21,3XL,4,28045.687500
SIKKIM,2022-04-22,3XL,4,28045.687500
SIKKIM,2022-04-23,3XL,4,28045.687500
SIKKIM,2022-04-24,3XL,5,25953.040000
SIKKIM,2022-04-25,3XL,6,21629.138889
SIKKIM,2022-04-26,M,9,36324.222222
SIKKIM,2022-04-27,M,8,40620.609375
SIKKIM,2022-04-28,M,7,46064.816327
SIKKIM,2022-04-29,M,7,52905.959184
SIKKIM,2022-04-30,M,8,57663.359375
SIKKIM,2022-05-01,M,8,57663.359375
SIKKIM,2022-05-02,M,7,28147.387755
SIKKIM,2022-05-03,M,10,29713.760000
SIKKIM,2022-05-04,M,9,26033.950617
SIKKIM,2022-05-05,M,9,27516.098765
SIKKIM,2022-05-06,M,7,41898.693878
SIKKIM,2022-05-07,M,8,41866.109375
SIKKIM,2022-05-08,M,9,39560.444444
SIKKIM,2022-05-09,S,8,41328.484375
SIKKIM,2022-05-10,M,8,27530.359375
SIKKIM,2022-05-11,M,9,28299.555556
SIKKIM,2022-05-12,M,9,28299.555556
SIKKIM,2022-05-13,S,8,41072.500000
SIKKIM,2022-05-14,S,8,41072.500000
SIKKIM,2022-05-15,M,8,66716.484375
SIKKIM,2022-05-16,M,7,70063.102041
SIKKIM,2022-05-17,M,8,57872.250000
SIKKIM,2022-05-18,M,8,57072.500000
SIKKIM,2022-05-19,M,8,57072.500000
SIKKIM,2022-05-20,M,7,58825.061224
SIKKIM,2022-05-21,M,6,59948.916667
SIKKIM,2022-05-22,M,6,59948.916667
SIKKIM,2022-05-23,M,6,59948.916667
SIKKIM,2022-05-24,M,5,953.200000
SIKKIM,2022-05-25,M,4,471.500000
SIKKIM,2022-05-26,M,4,471.500000
SIKKIM,2022-05-27,M,2,756.250000
SIKKIM,2022-05-28,M,2,196.000000
SIKKIM,2022-05-29,M,2,196.000000
SIKKIM,2022-05-30,M,2,196.000000
SIKKIM,2022-05-31,3XL,3,104888.222222
SIKKIM,2022-06-01,M,2,196.000000
SIKKIM,2022-06-02,M,2,196.000000
SIKKIM,2022-06-03,L,3,13038.222222
SIKKIM,2022-06-04,L,5,23330.240000
SIKKIM,2022-06-05,L,5,23330.240000
SIKKIM,2022-06-06,L,5,23330.240000
SIKKIM,2022-06-07,L,7,24552.693878
SIKKIM,2022-06-08,L,7,24552.693878
SIKKIM,2022-06-09,L,8,106734.500000
SIKKIM,2022-06-10,L,9,96037.802469
SIKKIM,2022-06-11,L,11,107871.504132
SIKKIM,2022-06-12,L,11,107871.504132
SIKKIM,2022-06-13,L,9,127291.333333
SIKKIM,2022-06-14,XL,7,85864.530612
SIKKIM,2022-06-15,XL,7,85864.530612
SIKKIM,2022-06-16,XL,8,142457.500000
SIKKIM,2022-06-17,XL,8,142457.500000
SIKKIM,2022-06-18,XL,8,142457.500000
SIKKIM,2022-06-19,XL,5,226672.960000
SIKKIM,2022-06-20,XL,3,142734.222222
SIKKIM,2022-06-21,3XL,2,33124.000000
SIKKIM,2022-06-22,3XL,2,33124.000000
SIKKIM,2022-06-23,XL,3,209238.888889
SIKKIM,2022-06-24,XL,4,176089.187500
SIKKIM,2022-06-25,XL,5,144018.560000
SIKKIM,2022-06-26,XL,4,69464.750000
SIKKIM,2022-06-27,XL,4,69464.750000
SIKKIM,2022-06-28,XL,4,69464.750000
SIKKIM,2022-06-29,XL,4,69464.750000
SIKKIM,2022-06-30,XL,4,69464.750000
SIKKIM,2022-07-01,XL,4,69464.750000
SIKKIM,2022-07-02,XL,4,69464.750000
SIKKIM,2022-07-03,3XL,3,213868.222222
SIKKIM,2022-07-04,3XL,2,231361.000000
SIKKIM,2022-07-05,3XL,2,231361.000000
SIKKIM,2022-07-06,3XL,2,231361.000000
SIKKIM,2022-07-07,3XL,2,231361.000000
SIKKIM,2022-07-08,L,1,0.000000
TAMIL NADU,2022-04-01,L,3,10203.555556
TAMIL NADU,2022-04-02,XL,25,72472.640000
TAMIL NADU,2022-04-03,M,51,57994.902730
TAMIL NADU,2022-04-04,M,69,64549.834068
TAMIL NADU,2022-04-05,L,87,41272.768397
TAMIL NADU,2022-04-06,L,102,42438.830930
TAMIL NADU,2022-04-07,L,117,51493.496384
TAMIL NADU,2022-04-08,L,134,55306.640510
TAMIL NADU,2022-04-09,L,157,55419.338066
TAMIL NADU,2022-04-10,L,190,56096.733546
TAMIL NADU,2022-04-11,L,211,56972.941982
TAMIL NADU,2022-04-12,L,218,60648.459157
TAMIL NADU,2022-04-13,L,218,65718.898178
TAMIL NADU,2022-04-14,L,214,66389.871605
TAMIL NADU,2022-04-15,L,211,68966.542306
TAMIL NADU,2022-04-16,L,225,66232.028365
TAMIL NADU,2022-04-17,L,224,60902.960758
TAMIL NADU,2022-04-18,L,232,55354.209702
TAMIL NADU,2022-04-19,L,229,54744.961805
TAMIL NADU,2022-04-20,XL,217,51298.091784
TAMIL NADU,2022-04-21,XL,220,48613.076860
TAMIL NADU,2022-04-22,XL,220,49630.801570
TAMIL NADU,2022-04-23,XL,215,49699.124803
TAMIL NADU,2022-04-24,XL,216,43043.952932
TAMIL NADU,2022-04-25,XL,214,43109.430278
TAMIL NADU,2022-04-26,M,210,41338.415510
TAMIL NADU,2022-04-27,XL,222,45146.728999
TAMIL NADU,2022-04-28,XL,226,44918.219516
TAMIL NADU,2022-04-29,XL,225,47356.922469
TAMIL NADU,2022-04-30,XL,213,45271.671935
TAMIL NADU,2022-05-01,XL,213,47848.747515
TAMIL NADU,2022-05-02,XL,211,42638.728555
TAMIL NADU,2022-05-03,XL,228,44152.211507
TAMIL NADU,2022-05-04,XL,239,45663.234292
TAMIL NADU,2022-05-05,XL,243,44827.796373
TAMIL NADU,2022-05-06,XL,235,42418.571480
TAMIL NADU,2022-05-07,L,214,58405.230588
TAMIL NADU,2022-05-08,L,213,55414.785470
TAMIL NADU,2022-05-09,L,217,56874.933764
TAMIL NADU,2022-05-10,L,208,63433.576900
TAMIL NADU,2022-05-11,L,212,63469.595764
TAMIL NADU,2022-05-12,M,198,84347.983701
TAMIL NADU,2022-05-13,L,192,66882.359375
TAMIL NADU,2022-05-14,L,177,69767.366529
TAMIL NADU,2022-05-15,L,173,68358.220789
TAMIL NADU,2022-05-16,L,164,67102.721892
TAMIL NADU,2022-05-17,L,168,66206.848073
TAMIL NADU,2022-05-18,L,169,69111.988656
TAMIL NADU,2022-05-19,L,165,78550.744316
TAMIL NADU,2022-05-20,L,166,74612.977791
TAMIL NADU,2022-05-21,L,163,74873.096014
TAMIL NADU,2022-05-22,L,161,66684.939624
TAMIL NADU,2022-05-23,L,164,64916.977803
TAMIL NADU,2022-05-24,L,163,64263.646054
TAMIL NADU,2022-05-25,L,158,66722.634073
TAMIL NADU,2022-05-26,L,158,65568.575068
TAMIL NADU,2022-05-27,XL,159,76164.501325
TAMIL NADU,2022-05-28,XL,164,73446.405116
TAMIL NADU,2022-05-29,XL,176,68781.981373
TAMIL NADU,2022-05-30,XL,176,67949.128099
TAMIL NADU,2022-05-31,XL,176,62713.646178
TAMIL NADU,2022-06-01,XL,195,59860.898462
TAMIL NADU,2022-06-02,XL,194,60874.536003
TAMIL NADU,2022-06-03,XL,195,59231.640763
TAMIL NADU,2022-06-04,XL,187,54844.837999
TAMIL NADU,2022-06-05,XXL,201,61455.073043
TAMIL NADU,2022-06-06,M,205,68637.598905
TAMIL NADU,2022-06-07,M,223,69150.621127
TAMIL NADU,2022-06-08,M,224,66811.056043
TAMIL NADU,2022-06-09,M,222,69295.405324
TAMIL NADU,2022-06-10,M,229,70866.547472
TAMIL NADU,2022-06-11,M,215,64191.549681
TAMIL NADU,2022-06-12,M,211,62856.794996
TAMIL NADU,2022-06-13,M,213,63051.430272
TAMIL NADU,2022-06-14,M,215,64175.156863
TAMIL NADU,2022-06-15,XL,217,79672.747563
TAMIL NADU,2022-06-16,XL,212,79944.106332
TAMIL NADU,2022-06-17,XL,204,78860.674068
TAMIL NADU,2022-06-18,XL,196,83659.230399
TAMIL NADU,2022-06-19,XL,201,82389.568278
TAMIL NADU,2022-06-20,XL,202,84895.488506
TAMIL NADU,2022-06-21,XL,193,84371.783135
TAMIL NADU,2022-06-22,XL,196,77452.659387
TAMIL NADU,2022-06-23,XL,193,67338.380252
TAMIL NADU,2022-06-24,XL,188,60300.481326
TAMIL NADU,2022-06-25,XL,175,68067.001600
TAMIL NADU,2022-06-26,XL,168,67038.817141
TAMIL NADU,2022-06-27,XL,168,65904.162380
TAMIL NADU,2022-06-28,XL,161,66686.070753
TAMIL NADU,2022-06-29,L,157,60295.678202
TAMIL NADU,2022-06-30,L,148,63570.513650
TAMIL NADU,2022-07-01,L,135,65879.876543
TAMIL NADU,2022-07-02,L,116,60390.326620
TAMIL NADU,2022-07-03,L,99,60447.493317
TAMIL NADU,2022-07-04,L,89,61452.476960
TAMIL NADU,2022-07-05,L,69,68161.618147
TAMIL NADU,2022-07-06,M,58,59733.273781
TAMIL NADU,2022-07-07,M,35,58735.711020
TAMIL NADU,2022-07-08,M,20,49202.160000
TAMIL NADU,2022-07-09,M,5,6598.240000
TELANGANA,2022-04-01,L,3,17544.222222
TELANGANA,2022-04-02,M,21,72103.283447
TELANGANA,2022-04-03,M,41,81203.775134
TELANGANA,2022-04-04,M,62,75706.152966
TELANGANA,2022-04-05,M,74,76763.288714
TELANGANA,2022-04-06,M,95,77336.920332
TELANGANA,2022-04-07,M,108,71756.871056
TELANGANA,2022-04-08,M,125,69832.189056
TELANGANA,2022-04-09,M,145,71377.642996
TELANGANA,2022-04-10,M,160,70423.896836
TELANGANA,2022-04-11,L,182,54978.854486
TELANGANA,2022-04-12,L,185,62259.957049
TELANGANA,2022-04-13,L,195,63433.125575
TELANGANA,2022-04-14,L,213,64308.933721
TELANGANA,2022-04-15,L,215,63579.565041
TELANGANA,2022-04-16,L,218,67674.449625
TELANGANA,2022-04-17,L,229,67384.982704
TELANGANA,2022-04-18,L,231,68075.495961
TELANGANA,2022-04-19,L,212,65904.824582
TELANGANA,2022-04-20,L,208,65152.740292
TELANGANA,2022-04-21,L,203,61429.633381
TELANGANA,2022-04-22,L,206,53495.407673
TELANGANA,2022-04-23,L,213,50615.917785
TELANGANA,2022-04-24,XL,205,46658.246615
TELANGANA,2022-04-25,M,213,59484.815491
TELANGANA,2022-04-26,M,219,67937.771731
TELANGANA,2022-04-27,M,221,68334.895600
TELANGANA,2022-04-28,M,226,70506.011375
TELANGANA,2022-04-29,M,228,71125.248596
TELANGANA,2022-04-30,M,225,71230.893511
TELANGANA,2022-05-01,M,220,69571.190826
TELANGANA,2022-05-02,M,221,66276.805348
TELANGANA,2022-05-03,M,228,71194.941059
TELANGANA,2022-05-04,M,237,71403.482918
TELANGANA,2022-05-05,M,246,67588.366531
TELANGANA,2022-05-06,M,250,64181.806016
TELANGANA,2022-05-07,M,251,67059.406359
TELANGANA,2022-05-08,M,246,64376.999405
TELANGANA,2022-05-09,M,248,65134.149177
TELANGANA,2022-05-10,M,241,66464.825984
TELANGANA,2022-05-11,M,225,69646.942933
TELANGANA,2022-05-12,M,215,70016.583883
TELANGANA,2022-05-13,M,202,68439.283600
TELANGANA,2022-05-14,M,189,71632.776742
TELANGANA,2022-05-15,M,169,83712.915654
TELANGANA,2022-05-16,M,166,84856.361918
TELANGANA,2022-05-17,L,169,61581.891811
TELANGANA,2022-05-18,L,164,63470.212485
TELANGANA,2022-05-19,L,166,57094.569168
TELANGANA,2022-05-20,L,172,64309.050940
TELANGANA,2022-05-21,L,173,66558.852685
TELANGANA,2022-05-22,L,176,81517.920325
TELANGANA,2022-05-23,L,171,81453.791936
TELANGANA,2022-05-24,L,162,81829.048773
TELANGANA,2022-05-25,XL,161,92724.213803
TELANGANA,2022-05-26,XL,170,79001.108685
TELANGANA,2022-05-27,XL,179,79752.753722
TELANGANA,2022-05-28,XL,178,81103.566721
TELANGANA,2022-05-29,XL,178,83171.197955
TELANGANA,2022-05-30,XL,182,82422.939983
TELANGANA,2022-05-31,XL,180,79685.786914
TELANGANA,2022-06-01,XL,195,74671.415279
TELANGANA,2022-06-02,XL,191,75008.711877
TELANGANA,2022-06-03,XL,199,77772.067877
TELANGANA,2022-06-04,XL,208,79215.151049
TELANGANA,2022-06-05,XL,211,85860.556501
TELANGANA,2022-06-06,XL,206,85779.577623
TELANGANA,2022-06-07,XL,209,83618.156773
TELANGANA,2022-06-08,XL,210,86898.294082
TELANGANA,2022-06-09,XL,219,85039.308188
TELANGANA,2022-06-10,XL,223,89154.630819
TELANGANA,2022-06-11,XL,221,95394.726725
TELANGANA,2022-06-12,XL,223,115673.709546
TELANGANA,2022-06-13,XL,220,114043.181488
TELANGANA,2022-06-14,XL,219,113002.468422
TELANGANA,2022-06-15,L,208,83361.516249
TELANGANA,2022-06-16,XL,208,112162.720946
TELANGANA,2022-06-17,XL,207,108092.423627
TELANGANA,2022-06-18,XL,199,105084.701245
TELANGANA,2022-06-19,XL,189,111057.405784
TELANGANA,2022-06-20,M,181,70427.550807
TELANGANA,2022-06-21,M,183,72971.127116
TELANGANA,2022-06-22,M,188,83276.985174
TELANGANA,2022-06-23,M,184,86350.891747
TELANGANA,2022-06-24,M,179,88975.805624
TELANGANA,2022-06-25,M,175,98897.032620
TELANGANA,2022-06-26,M,158,102663.766103
TELANGANA,2022-06-27,XL,155,98348.213361
TELANGANA,2022-06-28,XL,164,109675.495352
TELANGANA,2022-06-29,M,166,99577.387466
TELANGANA,2022-06-30,M,151,104270.975045
TELANGANA,2022-07-01,M,132,103649.950585
TELANGANA,2022-07-02,M,112,96956.318559
TELANGANA,2022-07-03,M,95,95668.155789
TELANGANA,2022-07-04,XL,88,130323.969008
TELANGANA,2022-07-05,XL,74,136333.545654
TELANGANA,2022-07-06,XL,56,136017.785395
TELANGANA,2022-07-07,M,41,77220.566330
TELANGANA,2022-07-08,M,17,64007.619377
TELANGANA,2022-07-09,L,5,14564.400000
TRIPURA,2022-04-01,XXL,1,0.000000
TRIPURA,2022-04-02,XXL,4,9220.500000
TRIPURA,2022-04-03,XXL,4,9220.500000
TRIPURA,2022-04-04,XXL,4,9220.500000
TRIPURA,2022-04-05,XXL,4,9220.500000
TRIPURA,2022-04-06,XXL,4,9220.500000
TRIPURA,2022-04-07,XXL,5,14365.360000
TRIPURA,2022-04-08,XXL,5,14365.360000
TRIPURA,2022-04-09,XXL,6,11971.222222
TRIPURA,2022-04-10,XXL,6,11971.222222
TRIPURA,2022-04-11,M,6,88449.888889
TRIPURA,2022-04-12,M,7,75886.693878
TRIPURA,2022-04-13,M,8,75463.859375
TRIPURA,2022-04-14,M,8,73983.687500
TRIPURA,2022-04-15,M,7,84542.979592
TRIPURA,2022-04-16,M,7,84542.979592
TRIPURA,2022-04-17,M,9,70275.777778
TRIPURA,2022-04-18,M,7,84786.244898
TRIPURA,2022-04-19,L,6,17496.000000
TRIPURA,2022-04-20,L,6,17496.000000
TRIPURA,2022-04-21,L,6,17496.000000
TRIPURA,2022-04-22,L,6,17496.000000
TRIPURA,2022-04-23,L,6,17496.000000
TRIPURA,2022-04-24,L,6,30716.888889
TRIPURA,2022-04-25,M,3,1346.000000
TRIPURA,2022-04-26,M,4,1041.187500
TRIPURA,2022-04-27,XXL,2,0.000000
TRIPURA,2022-04-28,L,4,87890.687500
TRIPURA,2022-04-29,M,3,85670.888889
TRIPURA,2022-04-30,M,4,69587.250000
TRIPURA,2022-05-01,XXL,5,91264.400000
TRIPURA,2022-05-02,XXL,5,91264.400000
TRIPURA,2022-05-03,XXL,5,91264.400000
TRIPURA,2022-05-04,XXL,5,91264.400000
TRIPURA,2022-05-05,L,4,23199.187500
TRIPURA,2022-05-06,L,4,23199.187500
TRIPURA,2022-05-07,L,4,23199.187500
TRIPURA,2022-05-08,XS,4,50538.187500
TRIPURA,2022-05-09,XS,4,50538.187500
TRIPURA,2022-05-10,XS,3,17282.888889
TRIPURA,2022-05-11,XS,3,17282.888889
TRIPURA,2022-05-12,XL,4,20333.187500
TRIPURA,2022-05-13,XL,4,20333.187500
TRIPURA,2022-05-14,XL,4,20333.187500
TRIPURA,2022-05-15,XS,3,20348.222222
TRIPURA,2022-05-16,XS,3,1981.555556
TRIPURA,2022-05-17,XL,3,17284.222222
TRIPURA,2022-05-18,XL,3,17284.222222
