state,window_date,size,purchase_count,population_variance
TRIPURA,2022-05-19,XL,4,21337.250000
TRIPURA,2022-05-20,XXL,3,522.888889
TRIPURA,2022-05-21,XL,3,28204.222222
TRIPURA,2022-05-22,XS,2,812.250000
TRIPURA,2022-05-23,M,3,35757.555556
TRIPURA,2022-05-24,M,3,35757.555556
TRIPURA,2022-05-25,M,3,35757.555556
TRIPURA,2022-05-26,M,3,35757.555556
TRIPURA,2022-05-27,M,5,22988.160000
TRIPURA,2022-05-28,M,6,22589.000000
TRIPURA,2022-05-29,M,7,22818.000000
TRIPURA,2022-05-30,M,7,22818.000000
TRIPURA,2022-05-31,M,6,22809.888889
TRIPURA,2022-06-01,M,6,22809.888889
TRIPURA,2022-06-02,M,5,10135.760000
TRIPURA,2022-06-03,M,6,23406.916667
TRIPURA,2022-06-04,M,7,114134.775510
TRIPURA,2022-06-05,M,7,114134.775510
TRIPURA,2022-06-06,S,5,24541.440000
TRIPURA,2022-06-07,S,5,24541.440000
TRIPURA,2022-06-08,S,4,723.000000
TRIPURA,2022-06-09,S,4,723.000000
TRIPURA,2022-06-10,S,4,723.000000
TRIPURA,2022-06-11,S,3,910.222222
TRIPURA,2022-06-12,M,3,247483.555556
TRIPURA,2022-06-13,3XL,2,56.250000
TRIPURA,2022-06-14,3XL,2,56.250000
TRIPURA,2022-06-15,L,3,31196.222222
TRIPURA,2022-06-16,L,3,31196.222222
TRIPURA,2022-06-17,L,3,31196.222222
TRIPURA,2022-06-18,XL,3,110266.888889
TRIPURA,2022-06-19,M,2,5256.250000
TRIPURA,2022-06-20,L,3,26554.888889
TRIPURA,2022-06-21,L,3,26554.888889
TRIPURA,2022-06-22,L,3,26554.888889
TRIPURA,2022-06-23,L,2,272.250000
TRIPURA,2022-06-24,L,2,272.250000
TRIPURA,2022-06-25,S,3,15929.555556
TRIPURA,2022-06-26,S,2,5329.000000
TRIPURA,2022-06-27,S,2,5329.000000
TRIPURA,2022-06-28,L,2,1024.000000
TRIPURA,2022-06-29,L,2,1024.000000
TRIPURA,2022-06-30,S,2,37056.250000
TRIPURA,2022-07-01,S,2,37056.250000
TRIPURA,2022-07-02,S,2,37056.250000
TRIPURA,2022-07-03,S,2,37056.250000
TRIPURA,2022-07-04,S,2,37056.250000
TRIPURA,2022-07-05,3XL,1,0.000000
TRIPURA,2022-07-06,3XL,1,0.000000
TRIPURA,2022-07-07,3XL,1,0.000000
TRIPURA,2022-07-08,M,1,0.000000
TRIPURA,2022-07-09,S,1,0.000000
UTTAR PRADESH,2022-04-01,XXL,4,15514.750000
UTTAR PRADESH,2022-04-02,S,21,55519.269841
UTTAR PRADESH,2022-04-03,M,43,59898.061655
UTTAR PRADESH,2022-04-04,M,65,63527.677160
UTTAR PRADESH,2022-04-05,M,84,57998.177296
UTTAR PRADESH,2022-04-06,M,105,63217.119637
UTTAR PRADESH,2022-04-07,L,128,75415.359375
UTTAR PRADESH,2022-04-08,L,149,72174.379532
UTTAR PRADESH,2022-04-09,L,179,70300.833557
UTTAR PRADESH,2022-04-10,L,197,76226.780695
UTTAR PRADESH,2022-04-11,L,224,72841.563437
UTTAR PRADESH,2022-04-12,L,236,71809.082735
UTTAR PRADESH,2022-04-13,L,234,75522.612755
UTTAR PRADESH,2022-04-14,L,239,78322.778173
UTTAR PRADESH,2022-04-15,L,248,79996.247252
UTTAR PRADESH,2022-04-16,L,244,76814.002469
UTTAR PRADESH,2022-04-17,M,245,77766.282449
UTTAR PRADESH,2022-04-18,M,233,76362.785684
UTTAR PRADESH,2022-04-19,M,237,69178.987057
UTTAR PRADESH,2022-04-20,M,239,74177.204741
UTTAR PRADESH,2022-04-21,M,240,70579.503889
UTTAR PRADESH,2022-04-22,M,240,71777.729427
UTTAR PRADESH,2022-04-23,M,247,73425.997869
UTTAR PRADESH,2022-04-24,M,252,67845.581066
UTTAR PRADESH,2022-04-25,M,243,73413.802605
UTTAR PRADESH,2022-04-26,M,236,78592.362970
UTTAR PRADESH,2022-04-27,M,224,77806.711077
UTTAR PRADESH,2022-04-28,M,240,76871.016927
UTTAR PRADESH,2022-04-29,M,228,89090.870883
UTTAR PRADESH,2022-04-30,M,233,89651.947356
UTTAR PRADESH,2022-05-01,XL,229,101329.422093
UTTAR PRADESH,2022-05-02,M,231,98452.127996
UTTAR PRADESH,2022-05-03,M,244,118618.132491
UTTAR PRADESH,2022-05-04,M,230,124529.459830
UTTAR PRADESH,2022-05-05,M,229,126897.510536
UTTAR PRADESH,2022-05-06,M,217,125285.581219
UTTAR PRADESH,2022-05-07,M,218,131217.715933
UTTAR PRADESH,2022-05-08,M,211,133694.643337
UTTAR PRADESH,2022-05-09,M,220,132264.650806
UTTAR PRADESH,2022-05-10,M,220,123191.603223
UTTAR PRADESH,2022-05-11,M,223,117787.835911
UTTAR PRADESH,2022-05-12,M,211,114927.086094
UTTAR PRADESH,2022-05-13,M,201,90542.228608
UTTAR PRADESH,2022-05-14,M,205,90251.621273
UTTAR PRADESH,2022-05-15,M,191,77889.821880
UTTAR PRADESH,2022-05-16,M,193,79827.795001
UTTAR PRADESH,2022-05-17,M,187,72811.673768
UTTAR PRADESH,2022-05-18,M,183,77583.941055
UTTAR PRADESH,2022-05-19,M,173,64242.546894
UTTAR PRADESH,2022-05-20,M,169,70385.210392
UTTAR PRADESH,2022-05-21,M,166,73798.318660
UTTAR PRADESH,2022-05-22,M,167,75675.866040
UTTAR PRADESH,2022-05-23,M,161,80845.806103
UTTAR PRADESH,2022-05-24,XL,157,106954.557183
UTTAR PRADESH,2022-05-25,XL,155,101245.540312
UTTAR PRADESH,2022-05-26,XL,157,96996.522699
UTTAR PRADESH,2022-05-27,M,167,99841.687977
UTTAR PRADESH,2022-05-28,M,170,95349.404187
UTTAR PRADESH,2022-05-29,M,166,92168.804072
UTTAR PRADESH,2022-05-30,M,165,92759.852195
UTTAR PRADESH,2022-05-31,M,159,93006.451406
UTTAR PRADESH,2022-06-01,M,163,94559.833039
UTTAR PRADESH,2022-06-02,M,171,87188.808317
UTTAR PRADESH,2022-06-03,M,172,83517.457916
UTTAR PRADESH,2022-06-04,M,175,88409.699592
UTTAR PRADESH,2022-06-05,M,181,83461.901163
UTTAR PRADESH,2022-06-06,M,170,77323.020900
UTTAR PRADESH,2022-06-07,M,173,72936.277791
UTTAR PRADESH,2022-06-08,M,183,74935.637612
UTTAR PRADESH,2022-06-09,M,183,78380.687151
UTTAR PRADESH,2022-06-10,M,196,78079.379633
UTTAR PRADESH,2022-06-11,M,195,77801.199579
UTTAR PRADESH,2022-06-12,M,190,80203.658172
UTTAR PRADESH,2022-06-13,M,187,79076.869971
UTTAR PRADESH,2022-06-14,M,182,73751.671809
UTTAR PRADESH,2022-06-15,M,177,73255.163331
UTTAR PRADESH,2022-06-16,M,178,71905.449186
UTTAR PRADESH,2022-06-17,M,171,74177.002223
UTTAR PRADESH,2022-06-18,M,167,76357.591022
UTTAR PRADESH,2022-06-19,M,165,70591.983324
UTTAR PRADESH,2022-06-20,M,163,74213.065076
UTTAR PRADESH,2022-06-21,M,157,79533.825307
UTTAR PRADESH,2022-06-22,M,154,78671.235158
UTTAR PRADESH,2022-06-23,M,159,81365.594241
UTTAR PRADESH,2022-06-24,M,156,81324.858810
UTTAR PRADESH,2022-06-25,M,154,78539.140159
UTTAR PRADESH,2022-06-26,M,146,84738.017076
UTTAR PRADESH,2022-06-27,M,148,94824.813002
UTTAR PRADESH,2022-06-28,M,136,95382.698962
UTTAR PRADESH,2022-06-29,M,132,98232.623221
UTTAR PRADESH,2022-06-30,M,112,93763.777742
UTTAR PRADESH,2022-07-01,M,100,87284.333100
UTTAR PRADESH,2022-07-02,L,85,96595.487336
UTTAR PRADESH,2022-07-03,L,69,102614.083176
UTTAR PRADESH,2022-07-04,M,56,90093.003827
UTTAR PRADESH,2022-07-05,L,43,77232.482423
UTTAR PRADESH,2022-07-06,M,34,123813.325260
UTTAR PRADESH,2022-07-07,L,23,43622.933837
UTTAR PRADESH,2022-07-08,XL,13,88968.899408
UTTAR PRADESH,2022-07-09,XXL,3,51506.000000
UTTARAKHAND,2022-04-01,S,1,0.000000
UTTARAKHAND,2022-04-02,L,5,198122.640000
UTTARAKHAND,2022-04-03,L,8,142628.250000
UTTARAKHAND,2022-04-04,L,9,126814.469136
UTTARAKHAND,2022-04-05,L,12,177901.305556
UTTARAKHAND,2022-04-06,L,16,149942.121094
UTTARAKHAND,2022-04-07,L,18,140888.250000
UTTARAKHAND,2022-04-08,XL,20,89355.847500
UTTARAKHAND,2022-04-09,L,22,126765.580579
UTTARAKHAND,2022-04-10,L,23,121611.270321
UTTARAKHAND,2022-04-11,L,28,131103.524235
UTTARAKHAND,2022-04-12,XXL,28,69903.209184
UTTARAKHAND,2022-04-13,S,30,94131.632222
UTTARAKHAND,2022-04-14,M,35,79102.191020
UTTARAKHAND,2022-04-15,L,34,70372.692907
UTTARAKHAND,2022-04-16,L,40,69904.934375
UTTARAKHAND,2022-04-17,L,44,65679.063533
UTTARAKHAND,2022-04-18,L,50,64964.633600
UTTARAKHAND,2022-04-19,L,51,63465.680123
UTTARAKHAND,2022-04-20,L,51,64805.907728
UTTARAKHAND,2022-04-21,L,49,44923.387755
UTTARAKHAND,2022-04-22,L,48,45371.513889
UTTARAKHAND,2022-04-23,L,47,69927.974649
UTTARAKHAND,2022-04-24,L,46,68278.378544
UTTARAKHAND,2022-04-25,L,45,69883.861728
UTTARAKHAND,2022-04-26,L,40,69980.394375
UTTARAKHAND,2022-04-27,M,35,72200.878367
UTTARAKHAND,2022-04-28,M,38,68528.546399
UTTARAKHAND,2022-04-29,M,36,78036.823302
UTTARAKHAND,2022-04-30,M,33,99392.062443
UTTARAKHAND,2022-05-01,L,37,119433.434624
UTTARAKHAND,2022-05-02,L,38,119556.914820
UTTARAKHAND,2022-05-03,L,37,93475.602630
UTTARAKHAND,2022-05-04,L,40,90888.324375
UTTARAKHAND,2022-05-05,L,43,91627.316387
UTTARAKHAND,2022-05-06,L,39,95243.641026
UTTARAKHAND,2022-05-07,L,39,96081.326759
UTTARAKHAND,2022-05-08,L,39,88482.293228
UTTARAKHAND,2022-05-09,L,36,80001.656636
UTTARAKHAND,2022-05-10,L,37,76221.211103
UTTARAKHAND,2022-05-11,S,31,100518.060354
UTTARAKHAND,2022-05-12,S,34,132218.395329
UTTARAKHAND,2022-05-13,M,29,125505.481570
UTTARAKHAND,2022-05-14,S,30,158167.450000
UTTARAKHAND,2022-05-15,S,27,125096.068587
UTTARAKHAND,2022-05-16,S,28,104219.667092
UTTARAKHAND,2022-05-17,S,28,106165.289541
UTTARAKHAND,2022-05-18,M,24,127466.743056
UTTARAKHAND,2022-05-19,L,29,76238.235434
UTTARAKHAND,2022-05-20,L,29,80168.508918
UTTARAKHAND,2022-05-21,L,29,79872.625446
UTTARAKHAND,2022-05-22,L,26,81604.378698
UTTARAKHAND,2022-05-23,L,31,75734.191467
UTTARAKHAND,2022-05-24,L,31,68665.123829
UTTARAKHAND,2022-05-25,L,31,83142.886576
UTTARAKHAND,2022-05-26,L,30,74957.462222
UTTARAKHAND,2022-05-27,L,28,79100.667092
UTTARAKHAND,2022-05-28,L,26,81315.520710
UTTARAKHAND,2022-05-29,L,22,68640.671488
UTTARAKHAND,2022-05-30,L,21,63394.058957
UTTARAKHAND,2022-05-31,XL,23,107272.427221
UTTARAKHAND,2022-06-01,XL,26,101180.224852
UTTARAKHAND,2022-06-02,XL,24,126283.956597
UTTARAKHAND,2022-06-03,XL,25,144091.360000
UTTARAKHAND,2022-06-04,XL,25,144091.360000
UTTARAKHAND,2022-06-05,XL,24,149904.081597
UTTARAKHAND,2022-06-06,XL,25,144008.889600
UTTARAKHAND,2022-06-07,L,26,134090.001479
UTTARAKHAND,2022-06-08,L,32,111980.811523
UTTARAKHAND,2022-06-09,L,35,104594.364082
UTTARAKHAND,2022-06-10,L,39,98553.416174
UTTARAKHAND,2022-06-11,L,36,77816.304784
UTTARAKHAND,2022-06-12,L,36,73733.989969
UTTARAKHAND,2022-06-13,L,38,66006.288781
UTTARAKHAND,2022-06-14,L,36,62122.823302
UTTARAKHAND,2022-06-15,L,36,73449.830247
UTTARAKHAND,2022-06-16,L,33,73431.087236
UTTARAKHAND,2022-06-17,L,29,52515.453032
UTTARAKHAND,2022-06-18,XL,26,88337.000000
UTTARAKHAND,2022-06-19,XL,23,89575.368620
UTTARAKHAND,2022-06-20,XL,20,97814.327500
UTTARAKHAND,2022-06-21,XL,21,105002.793651
UTTARAKHAND,2022-06-22,XL,23,103729.300567
UTTARAKHAND,2022-06-23,XL,24,112281.331597
UTTARAKHAND,2022-06-24,XL,26,105608.905325
UTTARAKHAND,2022-06-25,XL,26,96070.822485
UTTARAKHAND,2022-06-26,M,24,34769.909722
UTTARAKHAND,2022-06-27,M,23,33993.357278
UTTARAKHAND,2022-06-28,M,22,46389.082645
UTTARAKHAND,2022-06-29,M,18,53454.422840
UTTARAKHAND,2022-06-30,M,18,63441.111111
UTTARAKHAND,2022-07-01,M,16,66805.402344
UTTARAKHAND,2022-07-02,M,13,51489.597633
UTTARAKHAND,2022-07-03,M,12,55765.854167
UTTARAKHAND,2022-07-04,M,7,72120.122449
UTTARAKHAND,2022-07-05,L,6,43062.138889
UTTARAKHAND,2022-07-06,S,5,73978.960000
UTTARAKHAND,2022-07-07,S,3,123086.000000
UTTARAKHAND,2022-07-08,XXL,2,172640.250000
UTTARAKHAND,2022-07-09,M,1,0.000000
WEST BENGAL,2022-04-01,XXL,4,1586.000000
WEST BENGAL,2022-04-02,XXL,16,5772.652344
WEST BENGAL,2022-04-03,L,27,37737.582990
WEST BENGAL,2022-04-04,XL,41,81057.171921
WEST BENGAL,2022-04-05,L,54,38995.740741
WEST BENGAL,2022-04-06,L,70,61120.762449
WEST BENGAL,2022-04-07,L,83,63905.345043
WEST BENGAL,2022-04-08,L,95,61310.055845
WEST BENGAL,2022-04-09,L,110,60166.335620
WEST BENGAL,2022-04-10,L,120,57759.479931
WEST BENGAL,2022-04-11,L,131,57047.467397
WEST BENGAL,2022-04-12,L,138,62069.086746
WEST BENGAL,2022-04-13,L,143,65265.678126
WEST BENGAL,2022-04-14,L,166,65570.697961
WEST BENGAL,2022-04-15,L,156,68050.337114
WEST BENGAL,2022-04-16,L,155,63150.946764
WEST BENGAL,2022-04-17,L,152,62420.960526
WEST BENGAL,2022-04-18,L,154,61360.721032
WEST BENGAL,2022-04-19,L,150,62511.245556
WEST BENGAL,2022-04-20,L,150,64499.155067
WEST BENGAL,2022-04-21,L,146,66071.286592
WEST BENGAL,2022-04-22,L,140,63018.008724
WEST BENGAL,2022-04-23,L,134,62114.282747
WEST BENGAL,2022-04-24,M,121,84332.738201
WEST BENGAL,2022-04-25,M,121,88977.575166
WEST BENGAL,2022-04-26,M,127,86882.641329
WEST BENGAL,2022-04-27,M,124,77226.034014
WEST BENGAL,2022-04-28,L,121,70746.741343
WEST BENGAL,2022-04-29,L,118,70570.433496
WEST BENGAL,2022-04-30,XL,116,53795.062054
WEST BENGAL,2022-05-01,L,117,70832.095259
WEST BENGAL,2022-05-02,L,122,68925.360924
WEST BENGAL,2022-05-03,XL,133,62719.781898
WEST BENGAL,2022-05-04,XL,134,57585.016708
WEST BENGAL,2022-05-05,XL,139,59616.066974
WEST BENGAL,2022-05-06,XL,130,65225.351716
WEST BENGAL,2022-05-07,XL,123,68671.452046
WEST BENGAL,2022-05-08,XL,122,65923.062416
WEST BENGAL,2022-05-09,L,120,71767.619722
WEST BENGAL,2022-05-10,L,128,75696.400146
WEST BENGAL,2022-05-11,L,120,77285.811042
WEST BENGAL,2022-05-12,L,108,85217.570988
WEST BENGAL,2022-05-13,L,100,82397.441600
WEST BENGAL,2022-05-14,L,95,85582.441662
WEST BENGAL,2022-05-15,L,94,83112.884110
WEST BENGAL,2022-05-16,L,97,88835.688383
WEST BENGAL,2022-05-17,L,94,91851.738004
WEST BENGAL,2022-05-18,L,89,90414.966545
WEST BENGAL,2022-05-19,L,82,80069.181440
WEST BENGAL,2022-05-20,L,74,86362.115595
WEST BENGAL,2022-05-21,L,77,80797.073706
WEST BENGAL,2022-05-22,XXL,78,72929.889546
WEST BENGAL,2022-05-23,L,79,84437.945201
WEST BENGAL,2022-05-24,L,86,74652.064359
WEST BENGAL,2022-05-25,L,82,81533.491523
WEST BENGAL,2022-05-26,XXL,81,62418.257278
WEST BENGAL,2022-05-27,XXL,86,64122.206193
WEST BENGAL,2022-05-28,XXL,86,68110.550568
WEST BENGAL,2022-05-29,M,84,68794.829365
WEST BENGAL,2022-05-30,M,90,72455.498889
WEST BENGAL,2022-05-31,M,88,83227.579416
WEST BENGAL,2022-06-01,M,91,83024.331361
WEST BENGAL,2022-06-02,M,96,73485.603190
WEST BENGAL,2022-06-03,M,99,73158.997245
WEST BENGAL,2022-06-04,M,100,74917.147500
WEST BENGAL,2022-06-05,M,96,63944.077148
WEST BENGAL,2022-06-06,M,99,67199.208448
WEST BENGAL,2022-06-07,M,97,68619.568286
WEST BENGAL,2022-06-08,M,89,83096.974877
WEST BENGAL,2022-06-09,M,88,76376.111570
WEST BENGAL,2022-06-10,M,92,70289.274457
WEST BENGAL,2022-06-11,M,93,75470.357498
WEST BENGAL,2022-06-12,M,88,76682.454029
WEST BENGAL,2022-06-13,XXL,91,90958.600894
WEST BENGAL,2022-06-14,XXL,90,75803.703210
WEST BENGAL,2022-06-15,XXL,95,64167.254737
WEST BENGAL,2022-06-16,XXL,95,57252.066925
WEST BENGAL,2022-06-17,XXL,101,67391.047348
WEST BENGAL,2022-06-18,XXL,105,67420.065850
WEST BENGAL,2022-06-19,XXL,97,64943.156340
WEST BENGAL,2022-06-20,XXL,97,63153.787225
WEST BENGAL,2022-06-21,XXL,98,52452.122032
WEST BENGAL,2022-06-22,XXL,98,54884.190754
WEST BENGAL,2022-06-23,XXL,97,54080.860878
WEST BENGAL,2022-06-24,XXL,95,63743.289307
WEST BENGAL,2022-06-25,XXL,84,69317.899518
WEST BENGAL,2022-06-26,XXL,76,70635.636253
WEST BENGAL,2022-06-27,XXL,69,54718.366730
WEST BENGAL,2022-06-28,3XL,67,75921.282691
WEST BENGAL,2022-06-29,XXL,65,79297.629822
WEST BENGAL,2022-06-30,XXL,55,81042.031074
WEST BENGAL,2022-07-01,3XL,49,89085.566847
WEST BENGAL,2022-07-02,L,42,69328.732993
WEST BENGAL,2022-07-03,M,38,105178.551939
WEST BENGAL,2022-07-04,3XL,33,112557.504132
WEST BENGAL,2022-07-05,L,27,50420.888889
WEST BENGAL,2022-07-06,L,20,43830.387500
WEST BENGAL,2022-07-07,L,14,34036.285714
WEST BENGAL,2022-07-08,M,6,22861.222222
WEST BENGAL,2022-07-09,6XL,1,0.000000
